Vannkraftverk

Løpenummer;Navn;Type;Hovedeier;Org.nr. hovedeier;Fylke;Fylkesnr.;Kommune;Kommunenr.;Dato for første utnyttelse av fallet;Dato for eldste kraftproduserende del;Maks ytelse [MW];Midl. årsproduksjon (ref. 1981-2010) [GWh];Brutto fallhøyde [m];Maksimal slukeevne [m3/s];Energiekvivalent [kWh/m3];Elspotområde;Reginenr.
1039;Tveiten;Kraftverk;TVEITEN KRAFT AS;987572930;Vestfold og Telemark;38;Seljord;20;2004-06-03;2004-06-03;0,037;0,16;72;0,08;0,655;2;016.CBA0;
464;Tveitereidfoss;Kraftverk;SKAGERAK KRAFT AS;979563531;Vestfold og Telemark;38;Kragerø;14;1955-01-01;1955-01-01;2,6;13,6703;9,3;40,11;0,017;2;017.AZ;
832;Tveiteåno;Kraftverk;TVEITEÅNO KRAFTVERK AS;986950508;Rogaland;11;Suldal;34;2005-09-08;2005-09-08;1,45;4,5;331;0,46;0,785;2;036.B2;
850;Tverrelva;Kraftverk;TROMS KRAFT PRODUKSJON AS;979152116;Troms og Finnmark Romsa ja Finnmárku;54;Senja;21;1985-01-01;1985-01-01;0,3;1;;;;4;196.2B;
1875;Tverrelva;Kraftverk;TVERRELVA KRAFTVERK AS;994312685;Vestland;46;Kvinnherad;17;2017-04-07;2017-04-07;4,98;18,5;492,2;1,18;1,172;2;045.2Z;
1812;Tverrgjuvlo;Kraftverk;SMÅKRAFT AS;984616155;Vestland;46;Voss;21;2016-04-13;2016-04-13;5,7;18,2;386,7;1,8;0,88;5;062.BA0;
463;Tverrvatn;Pumpe;STATKRAFT ENERGI AS;987059729;Nordland;18;Rana;33;1969-01-01;1969-01-01;-1,2;-3,6952;0;2,59;-0,128;4;156.AF;
1799;Tverråa;Kraftverk;TVERRÅA KRAFT AS;993283479;Trøndelag;50;Steinkjer;06;2015-01-14;2015-01-14;0,93;3;239;0,52;0,497;3;128.C41B;
1855;Tverråa;Kraftverk;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Brønnøy;13;2018-05-09;2018-05-09;4,7;16;105;5,88;0,222;4;144.7AZ;
1725;Tverråga;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Hemnes;32;2014-01-30;2014-01-30;2,9;9,1;424;0,8;1,007;4;155.AC0;
1824;Tverråna;Kraftverk;ULLESTAD KRAFT AS;998590140;Rogaland;11;Hjelmeland;33;2016-06-01;2016-06-01;3,26;9,8;335;1,15;0,787;2;033.B1A;
1843;Tverråni;Kraftverk;SMÅKRAFT AS;984616155;Viken;30;Nesbyen;40;2016-05-21;2016-05-21;3;7,9;307;1,2;0,694;5;012.CC7AZ;
919;Tverå;Kraftverk;TVERÅKRAFT AS;985927251;Møre og Romsdal;15;Rauma;39;2004-01-01;2004-01-01;0,956;4,6;140;;;3;104.1Z;
465;Tya;Kraftverk;STATKRAFT ENERGI AS;987059729;Trøndelag;50;Tydal;33;1964-01-01;1964-01-01;32;159,4697;200;20,02;0,444;3;123.F1B;
815;Tyin;Kraftverk;NORSK HYDRO RJUKAN NÆRINGSPARK;974283646;Vestland;46;Årdal;43;2004-01-01;2004-01-01;374;1449,726;1040;40;2,597;5;074.CA0;
1193;Tynna;Kraftverk;TYNNA KRAFTVERK SA;970959920;Trøndelag;50;Rennebu;22;1913-01-01;1913-01-01;0,07;0,3;;;;3;121.C1;
467;Tyria I;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Ringsaker;11;1949-01-01;1949-01-01;3,3;15,8785;176;2,4;0,381;1;002.DD5B0;
468;Tyria II;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Ringsaker;11;1958-01-01;1958-01-01;2,2;9,9898;114;2,8;0,234;1;002.DD5BA;
1861;Tysseelva;Kraftverk;SMÅKRAFT GREEN BOND 1 AS;921075758;Rogaland;11;Suldal;34;2017-11-08;2017-11-08;5,55;17,25;347,85;1,93;0,799;2;035.72A;
976;Tyssefossen;Kraftverk;BKK PRODUKSJON AS;876944642;Vestland;46;Samnanger;23;1941-07-01;1941-07-01;2,8;22,9;21;18;0,043;5;055.A0;
1258;Tyssehøl;Pumpe;STATKRAFT ENERGI AS;987059729;Vestland;46;Ullensvang;18;2001-01-01;2001-01-01;-0,5;0;40;1;;2;049.C2;
789;Tysseland;Kraftverk;TYSSELAND KRAFTLAG AS;979749643;Rogaland;11;Suldal;34;2002-01-01;2002-01-01;4,8;24,5;225;2,5;0,522;2;037.5Z;
470;Tysso II;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestland;46;Ullensvang;18;1967-01-15;1967-01-15;224;1068,956;725;37;1,682;2;049.A42;
1718;Tyttebærelva;Kraftverk;SMÅKRAFT AS;984616155;Troms og Finnmark Romsa ja Finnmárku;54;Lyngen;24;2014-08-06;2014-08-06;1,46;4,34;107;1,64;0,247;4;203.73;
1203;Tømmerdal;Kraftverk;SMÅKRAFT AS;984616155;Trøndelag;50;Indre Fosen;54;2002-02-15;2002-02-15;0,99;3,5;;;;3;131.62Z;
1198;Tørnes;Kraftverk;;;Trøndelag;50;Midtre Gauldal;27;1930-01-01;1930-01-01;0,055;0,2;;;;3;122.BC0;
1106;Tørrbekken;Kraftverk;TØRRBEKKEN PRODUCTION ØYVIND BRATTLAND;984429991;Nordland;18;Rana;33;2010-01-01;2010-01-01;0,7;1,8;265;0,3;0,648;4;156.D2A;
471;Tøsse;Kraftverk;SMÅKRAFT AS;984616155;Vestland;46;Osterøy;30;1981-08-19;1981-08-19;3,5;14,254;52;5,9;0,165;5;060.6Z;
1229;Ufysja;Kraftverk;UFYSJA KRAFTVERK AS;987598077;Viken;30;Hol;44;2005-12-15;2005-12-15;1,5;6;163;1,2;0,347;5;015.MHZ;
1530;Ugedal;Kraftverk;UGEDAL ENERGI AS;988306665;Trøndelag;50;Åfjord;58;2006-03-20;2006-03-20;0,6;1,7;;;;3;135.C;
848;Uleberg;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Agder;42;Evje og Hornnes;19;2006-03-30;2006-03-30;9,4;38;179,5;6,15;0,425;2;021.BAA;
472;Ulefoss;Kraftverk;ALBERT COLLETT;911074184;Trøndelag;50;Nærøysund;60;1931-01-01;1931-01-01;2,1;15,4059;29;8,06;0,061;3;141.B;
473;Ulefoss;Kraftverk;ULEFOSS KRAFTVERK DA;992840978;Vestfold og Telemark;38;Nome;16;1963-04-01;1963-04-01;6,4;47,684;10;74;0,024;2;016.BA21;
1823;Ullestad;Kraftverk;ULLESTAD KRAFT AS;998590140;Rogaland;11;Hjelmeland;33;2016-03-01;2016-03-01;5,42;21,5;214;2,95;0,51;2;033.B1A;
474;Ulset;Kraftverk;KRAFTVERKENE I ORKLA DA;947576283;Innlandet;34;Tynset;27;1985-03-01;1985-03-01;35;151,5304;320;12;0,81;3;121.E81;
475;Ulsteindal;Kraftverk;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Ulstein;16;1917-01-01;1917-01-01;1,3;5,4471;195;0,8;0,451;3;096.2A0;
476;Ulvik I;Kraftverk;HARDANGER ENERGI AS;983502601;Vestland;46;Ulvik;20;1921-01-01;1921-01-01;1,3999;6,6655;60;3,19;0,122;5;051.3Z;
477;Ulvik II;Kraftverk;BKK PRODUKSJON AS;876944642;Vestland;46;Ulvik;20;1974-08-20;1974-08-20;20;92,908;380,6;5,8;0,958;5;051.3A;
627;Ulvilla;Kraftverk;CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB;915640850;Trøndelag;50;Verdal;38;1989-11-20;1989-11-20;1,1;5,8022;84,5;1,5;0,203;3;127.B1;
478;Ulvund;Kraftverk;NEAS AS;960684737;Møre og Romsdal;15;Sunndal;63;1939-11-01;1939-11-01;19,5;69,4526;85;30;0,181;3;111.5A1;
1205;Undfossen;Kraftverk;SKS PRODUKSJON AS;915637353;Nordland;18;Bodø;04;1995-10-18;1995-10-18;0,84;3,9;;;;4;165.7D;
918;Unhjemskraft;Kraftverk;UNHJEMKRAFT AS;986604014;Møre og Romsdal;15;Rauma;39;2004-10-22;2004-10-22;0,9;3,5;370;;;3;103.4B;
1645;Unkervatn;Kraftverk;FRIKULT AS;984685920;Nordland;18;Hattfjelldal;26;2008-06-19;2008-06-19;0,21;0,7;86;0,33;;4;151.FB;
1508;Urdsdalselva;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Vefsn;24;2012-05-15;2012-05-15;2,8;8,4;193;1,9;0,409;4;152.3;
1352;Urke;Kraftverk;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Ørsta;20;2008-05-11;2008-05-11;8;26,8;353,5;4;0,741;3;097.42Z;
837;Urlandåga;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Hemnes;32;2005-01-10;2005-01-10;1,6;6,6;240;0,75;0,592;4;156.21Z;
1448;Usma;Kraftverk;SMÅKRAFT AS;984616155;Møre og Romsdal;15;Sunndal;63;2010-04-13;2010-04-13;5,49;17,1;125;5;0,305;3;109.4B;
1734;Usma;Kraftverk;USMA KRAFT AS;995839865;Trøndelag;50;Selbu;32;2013-10-21;2013-10-21;9,98;30,5;286;4,4;0,63;3;123.D1Z;
480;Usta;Kraftverk;E-CO ENERGI AS;976894677;Viken;30;Ål;43;1965-10-18;1965-10-18;184;890,0443;540;40,99;1,246;5;012.CF6;
481;Ustekveikja;Kraftverk;USTEKVEIKJA KRAFTVERK DA;971040246;Viken;30;Hol;44;1983-01-02;1983-01-02;36,5;72,9785;113;38,54;0,263;5;012.CJ4;
1156;Uthusbekken;Kraftverk;;;Trøndelag;50;Selbu;32;2000-01-01;2000-01-01;0,009;0,046;;;;3;123.C1;
958;Utigardselva;Kraftverk;UTIGARDSELVA DA;986904204;Vestland;46;Stryn;51;2005-03-24;2005-03-24;0,1;0,5;;;;3;087.51;
1118;Utistubekken;Kraftverk;;;Trøndelag;50;Indre Fosen;54;1995-01-01;1995-01-01;0,025;0,046;;;;3;131.8;
1636;Utne;Kraftverk;JAN ASBJØRN UTNE;979532601;Vestland;46;Ullensvang;18;2008-02-04;2008-02-04;0,4;1,3;80;;;5;047.40;
861;Uvdal;Kraftverk;;;Vestfold og Telemark;38;Midt-Telemark;17;1993-01-01;1993-01-01;0,037;0,12;;;;2;016.BA3Z;
482;Uvdal I;Kraftverk;SKAGERAK KRAFT AS;979563531;Viken;30;Nore og Uvdal;52;1967-09-20;1967-09-20;90;239,0206;595;19;1,315;5;015.JB81;
483;Uvdal II;Kraftverk;SKAGERAK KRAFT AS;979563531;Viken;30;Nore og Uvdal;52;1967-09-20;1967-09-20;40;152,2665;193;25,03;0,444;5;015.JB2;
1324;Vaage;Kraftverk;VAAGE KRAFT AS;989741241;Rogaland;11;Suldal;34;2007-05-14;2007-05-14;0,49;1,58;;;;2;036.21;
1219;Vada;Kraftverk;VADAKRAFT DA;977571278;Trøndelag;50;Steinkjer;06;2003-01-01;2003-01-01;0,35;1,4;127,5;;;3;129.42;
484;Vafos;Kraftverk;SKAGERAK KRAFT AS;979563531;Vestfold og Telemark;38;Kragerø;14;1954-01-01;2008-01-01;4,89;28,296;13,19;40;0,032;2;017.A0;
1773;Vaka;Kraftverk;VAKA KRAFTVERK AS;911788756;Rogaland;11;Vindafjord;60;2014-05-09;2014-05-09;1,1;4,65;258,66;0,488;0,626;2;041.320;
1958;Vaksvik;Kraftverk;CK KRAFTHOLDING MIDT-NORGE AS;993016608;Møre og Romsdal;15;Ålesund;07;2019-02-13;2019-02-13;7,74;21;189;5,2;0,413;3;100.3Z;
486;Valen;Kraftverk;VALEN KRAFTVERK AS;985383820;Vestland;46;Kvinnherad;17;1939-01-01;2008-08-05;3,8;20,1334;300;0,69;0,634;2;042.92Z;
1496;Valgermo Giskemo;Kraftverk;VALGERMO/GISKEMO KRAFT AS;893463852;Møre og Romsdal;15;Ålesund;07;2010-05-03;2010-05-03;0,98;3,3;26;4,5;;3;101.1Z;
1778;Valken;Kraftverk;SAKSENVIK KRAFT AS;980411060;Nordland;18;Saltdal;40;2015-12-01;2015-12-01;9,2;30;208,5;5,3;0,482;4;163.5Z;
1466;Vallestadfossen;Kraftverk;VALLESTADFOSSEN KRAFTVERK AS;987318848;Vestland;46;Sunnfjord;47;2006-01-01;2006-01-01;0,92;6,5;56;2;;3;083.D6;
487;Valsøyfjord;Kraftverk;SVORKA PRODUKSJON AS;973058347;Trøndelag;50;Heim;55;1942-01-01;1942-01-01;4,277;19,2096;187;3;0,396;3;113.512Z;
1573;Valvatn;Kraftverk;TINFOS AS;916763476;Troms og Finnmark Romsa ja Finnmárku;54;Sør-Varanger;44;2010-12-21;2010-12-21;1;4;43,15;2,8;;4;247.7C;
1769;Valåe;Kraftverk;SMÅKRAFT AS;984616155;Innlandet;34;Lesja;32;2014-11-27;2014-11-27;1,93;5,5;248;0,85;0,631;3;002.DM;
488;Vamma;Kraftverk;E-CO ENERGI AS;976894677;Viken;30;Indre Østfold;14;1915-04-01;1915-04-01;344;1506,8;27,5;1450;0,067;1;002.B3;
1821;Vangjolo;Kraftverk;VANGJOLO KRAFT AS;914462703;Vestland;46;Voss;21;2018-07-31;2018-07-31;9,5;26,7;481,55;2,23;1,183;5;062.E130;
490;Vangpollen;Kraftverk;VESTERÅLSKRAFT PRODUKSJON AS;977044863;Nordland;18;Sortland %u2013 Suortá;70;1942-01-01;1942-01-01;3,5;15,1918;313;1,4;0,694;4;178.46Z;
1410;Vanndøla;Kraftverk;LUSTER SMÅKRAFT AS;988913480;Vestland;46;Luster;44;2008-05-29;2008-05-29;3,8;12;510;0,93;;5;076.D3A;
1397;Vannebo;Kraftverk;CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB;915640850;Trøndelag;50;Overhalla;47;1914-01-31;1914-01-31;0,785;3,2;;;;3;139.A2C;
1013;Vanvik;Kraftverk;VANVIK KRAFTLAG;884171792;Rogaland;11;Suldal;34;2003-01-01;2003-01-01;0,27;1,08;;;;2;036.32;
1169;Varalden;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Kongsvinger;01;1985-12-15;1985-12-15;0,6;2;;;;1;313.A1F4;
928;Vartdal;Kraftverk;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Ørsta;20;1934-01-01;1934-01-01;0,46;3,3;393,75;0,225;0,568;3;095.3A;
1503;Vassdalselva;Kraftverk;VASSDALSKRAFT AS;990174962;Vestland;46;Stad;49;2008-04-09;2008-04-09;0,32;1;76;0,5;;3;089.6A;
1950;Vassenden;Kraftverk;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Leirfjord;22;2019-07-19;2019-07-19;8,56;37;416,7;2,7;0,881;4;153.22B;
1379;Vassfossen;Kraftverk;RISDAL ENERGI AS;987398639;Agder;42;Froland;14;2008-04-15;2008-04-15;5,5;26;134;4,5;0,34;2;020.BCA;
491;Vassli;Pumpe;TRØNDERENERGI KRAFT AS;878631072;Trøndelag;50;Oppdal;21;1973-01-01;1973-01-01;-10;-22,9262;0;9,98;-0,277;3;109.CC1;
956;Vasstaket;Kraftverk;VASSTAKET KRAFTVERK AS;982063256;Vestland;46;Stryn;51;2000-12-17;2000-12-17;0,65;4;;;;3;088.2B21;
1646;Vasstøl;Kraftverk;NORSK HYDRO RJUKAN NÆRINGSPARK;974283646;Rogaland;11;Suldal;34;2012-06-20;2012-06-20;4,85;24;149;4;0,337;2;036.CC;
1767;Vassvikelva;Kraftverk;SMÅKRAFT AS;984616155;Vestland;46;Ullensvang;18;2015-05-20;2015-05-20;2,77;7,7;268,6;1,2;0,641;2;042.3G;
824;Vatn 1012;Pumpe;STATKRAFT ENERGI AS;987059729;Rogaland;11;Suldal;34;2004-01-01;2004-01-01;-0,56;-1,3;0;0,83;;2;035.CA;
758;Vatn 462;Pumpe;SVELGEN KRAFT HOLDING AS;993153044;Vestland;46;Bremanger;48;1996-01-01;1996-01-01;-0,3;-0,7282;0;0,6;-0,138;3;086.1B1;
492;Vatne;Kraftverk;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Ørsta;20;1987-10-01;1987-10-01;3;17,1797;90;3,5;0,222;3;095.D;
795;Vedeld;Kraftverk;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Vanylven;11;2003-10-01;2003-10-01;3,9;13,572;133;1,1;0,637;3;097.11Z;
788;Veiteberg;Kraftverk;VEITEBERG KRAFTVERK AS;981933281;Vestland;46;Sunnfjord;47;2001-06-13;2001-06-13;2,07;6,9479;169;1,36;0,403;3;087.E;
1430;Veiåni;Kraftverk;VEIÅNI MINIKRAFTVERK AS;989546147;Agder;42;Åseral;24;2008-11-06;2008-11-06;0,75;2;187;0,48;;2;022.EA10;
1433;Veka;Kraftverk;VEKA KRAFT AS;990140375;Rogaland;11;Suldal;34;2009-04-10;2009-04-10;3;9;506;0,7;1,19;2;036.B2;
493;Vemork;Kraftverk;NORSK HYDRO RJUKAN NÆRINGSPARK;974283646;Vestfold og Telemark;38;Tinn;18;1971-01-01;1971-01-01;204;953,033;300;75,8;0,748;2;016.H4;
494;Vemundsbotn;Kraftverk;BKK PRODUKSJON AS;876944642;Vestland;46;Masfjorden;34;1976-12-12;1976-12-12;45;168,1781;234;23,2;0,539;5;067.2C2;
1891;Vengåa;Kraftverk;VENGÅKRAFT AS;889234512;Møre og Romsdal;15;Rauma;39;2018-09-06;2018-09-06;4,55;11;291;1,9;0,665;3;103.4AAA;
1757;Venna;Kraftverk;VENNA KRAFT AS;995768488;Trøndelag;50;Heim;55;2013-12-02;2013-12-02;2,8;9,8;182,5;1,8;0,432;3;119.411Z;
1043;Verja;Kraftverk;VERJA KRAFT SA;986141804;Viken;30;Rollag;51;2004-01-01;2004-01-01;0,24;1,91;;;;1;015.GA0;
1682;Verket;Kraftverk;AS EGELANDS VERK;911281732;Agder;42;Gjerstad;11;1951-01-01;1951-01-01;0,425;1;52;0,95;0,128;2;018.3B1A;
965;Verksfossen;Kraftverk;LØVENSKIOLD-VÆKERØ Carl Otto Løvenskiold;971083107;Viken;30;Nittedal;31;1980-01-01;2002-01-01;0,4;2;;;;1;002.CD2;
1601;Veslefallet;Kraftverk;VESLEFALLET KRAFTVERK AS;922875677;Innlandet;34;Stor-Elvdal;23;2010-04-20;2010-04-20;4,9;15,5;131,5;4,4;0,309;1;002.K6A10;
1391;Vesleåni;Kraftverk;VESLEÅNI KRAFT AS;991918396;Viken;30;Flå;39;2009-08-11;2009-08-11;1,65;4,9;353;0,54;0,849;5;012.CC1Z;
496;Vessingfoss;Kraftverk;STATKRAFT ENERGI AS;987059729;Trøndelag;50;Tydal;33;1971-01-01;1971-01-01;40;95,3572;50;93,37;0,119;3;123.F4;
497;Vestbakken;Kraftverk;VOKKS KRAFT AS;976550013;Innlandet;34;Vestre Toten;43;1983-01-01;1983-01-01;1,2;7,0453;43;3,57;0,093;1;002.DCC;
498;Vestfossen;Kraftverk;ØVRE EIKER ENERGI AS;979497563;Viken;30;Øvre Eiker;48;1984-01-01;1984-01-01;2,8;11,0414;16,2;19,73;0,037;1;012.AA;
1784;Vestre Neset;Kraftverk;NESET KRAFT AS;991704817;Rogaland;11;Lund;12;2014-08-20;2014-08-20;1,464;4,25;150,61;1,2;0,339;2;026.BB;
764;Vestrebotn;Kraftverk;BKK PRODUKSJON AS;876944642;Vestland;46;Høyanger;38;1999-09-03;1999-09-03;2,8;15,816;78,7;4;0,194;5;067.3DB1;
1565;Viddal;Kraftverk;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Volda;77;2012-04-19;2012-04-19;5,49;17;244;2,5;0,61;3;097.322Z;
500;Viervatn;Pumpe;ØSTFOLD ENERGI AS;879904412;Vestland;46;Årdal;43;1987-01-01;1987-01-01;-1,2;-2,081;0;1,5;-0,222;5;074.1Z;
501;Vigelandsfoss;Kraftverk;HYDRO VIGELANDSFOSS AS;923263985;Agder;42;Vennesla;23;1973-01-01;1973-01-01;26;186,3583;19,5;150,46;0,048;2;021.A22;
1675;Vigga;Kraftverk;VIGGA KRAFT DA;992407638;Innlandet;34;Gran;46;2009-01-01;2009-01-01;0,04;0,3;8,5;0,7;0,016;1;012.EBA1;
502;Vik;Kraftverk;TRØNDERENERGI KRAFT AS;878631072;Trøndelag;50;Åfjord;58;1952-10-25;1952-10-25;1,2;7,4053;87;1,7;0,195;3;137.1B;
1633;Vik;Kraftverk;VIK KRAFT AS;890687482;Rogaland;11;Vindafjord;60;2011-02-02;2011-02-02;1,52;5;158;1,2;0,352;2;041.22Z;
1628;Vika;Kraftverk;MO INDUSTRIPARK AS;914780152;Nordland;18;Rana;33;2007-04-26;2007-04-26;1,1;6,5;39,25;3,5;0,087;4;156.3Z;
1909;Vika;Kraftverk;ØYVIND STORM;974471035;Rogaland;11;Sandnes;08;2008-01-01;2008-01-01;0,099;0,3;;;;2;031.11;
1417;Vikaelva;Kraftverk;VIKA KRAFT AS;990379289;Vestland;46;Kvinnherad;17;2008-09-17;2008-09-17;4,14;15;401;;;2;042.61Z;
1743;Vikaelva;Kraftverk;VIKAELVA KRAFTVERK AS;992743174;Vestland;46;Stryn;51;2013-09-05;2013-09-05;5,4;14,2;341;1,92;0,781;3;088.31Z;
1629;Vikaåne;Kraftverk;VIKAÅNE KRAFTVERK AS;991936521;Viken;30;Hol;44;2011-11-30;2011-11-30;1,25;4,7;82,5;2;0,174;5;012.CJ1A;
920;Vikdalskraft;Kraftverk;VIKDALSKRAFT AS;980955141;Møre og Romsdal;15;Rauma;39;2001-05-10;2001-05-10;1,1;4,5;;;;3;103.22Z;
1467;Viken;Kraftverk;VIKEN KRAFT AS;990944881;Vestland;46;Sunnfjord;47;2008-05-20;2008-05-20;0,227;1,6;9;3,2;0,02;3;083.D2;
798;Vikeså;Kraftverk;VIKESÅ KRAFTVERK AS;978657222;Rogaland;11;Bjerkreim;14;2003-10-06;2003-10-06;4,4;16,4;106,8;4,5;0,253;2;027.BZ;
1231;Vindedal;Kraftverk;VINDEDAL KRAFTVERK AS;986932283;Vestland;46;Lærdal;42;2005-11-10;2005-11-10;5,4;15;300;2;0,681;5;073.1Z;
914;Vinjadalen;Kraftverk;OPPHEIM KRAFT AS;985310920;Vestland;46;Voss;21;1933-01-01;1933-01-01;0,075;0,586;;;;5;062.GA;
503;Vinje;Kraftverk;STATKRAFT ENERGI AS;987059729;Vestfold og Telemark;38;Vinje;25;1964-12-14;1964-12-14;300;1051,459;221,8;165,02;0,504;2;016.BEB12;
504;Vinkelfallet;Kraftverk;GUDBRANDSDAL ENERGI PRODUKSJON AS;941739601;Innlandet;34;Ringebu;39;1983-06-29;1983-06-29;7,1;26,8148;109;7,98;0,246;1;002.DF1A0;
1240;Virak;Kraftverk;VIRAK KRAFT AS;982100135;Agder;42;Sirdal;28;2005-06-12;2005-06-12;1,4;4,6;80;2,05;0,19;2;026.D41;
1462;Virakelva;Kraftverk;NORDIC POWER AS;914341183;Nordland;18;Narvik;06;2009-04-27;2009-04-27;5;14,1;320;1,93;0,72;4;173.4A;
1098;Vistvik;Kraftverk;;;Vestland;46;Fitjar;15;1995-01-01;1995-01-01;0,2;1,2;;;;2;044.1Z;
505;Vittingfoss;Kraftverk;RINGERIKSKRAFT PRODUKSJON AS;987293586;Viken;30;Kongsberg;06;1919-01-01;1919-01-01;33,5;135,3;20,1;201;0,047;2;015.C43;
506;Viulfoss;Kraftverk;VIUL KRAFT AS;961113539;Viken;30;Ringerike;07;1958-07-01;1958-07-01;12,5;46,6894;17,29;82;0,042;1;012.EA1;
1746;Voldsetelva;Kraftverk;VOLDSETELVA KRAFTVERK AS;991936440;Trøndelag;50;Steinkjer;06;2013-08-08;2013-08-08;4,942;16;140;4,7;0,324;3;130.1A0;
1712;Vollabekken;Kraftverk;VOLLAKRAFT AS;996018512;Trøndelag;50;Indre Fosen;54;2012-03-28;2012-03-28;1;2,9;198;0,6;0,463;3;132.C;
1002;Vollakvernfallet;Kraftverk;VOLLAKVERNFALLET AS;960760778;Vestland;46;Kvinnherad;17;2000-01-01;2000-01-01;0,15;1,2;;;;2;045.4AA;
1119;Vollselva;Kraftverk;;;Trøndelag;50;Stjørdal;35;2004-01-01;2004-01-01;0,006;0,024;;;;3;124.2A;
1026;Vorma;Kraftverk;ORKLAND ENERGI PRODUKSJON AS;917019258;Trøndelag;50;Orkland;59;1939-04-30;1939-04-30;1,59;8,2;82;2,4;0,184;3;121.A3A;
1822;Vossedalselvi;Kraftverk;VOSSEDALSELVI KRAFT AS;914514053;Vestland;46;Voss;21;2017-05-22;2017-05-22;7,1;20,3;540;1,57;1,256;5;062.B0;
507;Vrangfoss;Kraftverk;NORSJØKRAFT AS;998890314;Vestfold og Telemark;38;Nome;16;1962-05-15;1962-05-15;36;218,8306;23;178,57;0,056;2;016.BA2;
508;Vrenga;Kraftverk;SKAGERAK KRAFT AS;979563531;Viken;30;Flesberg;50;1960-01-10;1960-01-10;10,5;58,6772;378;3,5;0,833;1;015.F4A1;
1316;Vuttudal;Kraftverk;JOHAN VUTTUDAL;971379367;Trøndelag;50;Orkland;59;2005-01-01;2005-01-01;0,09;0,5;;;;3;119.41Z;
1819;Væla;Kraftverk;VÆLA KRAFT AS;912154882;Trøndelag;50;Tydal;33;2015-07-08;2015-07-08;0,9;3,2;76;1,5;0,167;3;123.D8Z;
1455;Vågaåna;Kraftverk;SMÅKRAFT AS;984616155;Rogaland;11;Vindafjord;60;2012-12-22;2012-12-22;3,3;9,8;422;0,98;0,935;2;038.21Z;
921;Våge;Kraftverk;;;Møre og Romsdal;15;Rauma;39;2003-01-01;2003-01-01;0,099;0,46;;;;3;102.72Z;
1353;Vågen;Kraftverk;VÅGEN KRAFT AS;989788892;Møre og Romsdal;15;Volda;77;2007-10-23;2007-10-23;4,9;20;267;2,26;0,602;3;097.23Z;
1526;Vågen;Kraftverk;VÅGEN MINIKRAFT AS;991188509;Vestland;46;Sunnfjord;47;2008-04-09;2008-04-09;0,39;2,73;331;0,14;0,774;3;083.C4;
509;Ylja;Kraftverk;E-CO ENERGI AS;976894677;Innlandet;34;Vang;54;1973-12-19;1973-12-19;65;145,9572;685,5;11;1,641;1;012.Q3A;
1401;Ytre Alsåker;Kraftverk;SMÅKRAFT AS;984616155;Vestland;46;Ullensvang;18;2008-10-06;2008-10-06;4,9;19,7;216;;;5;047.4Z;
843;Ytre Matre;Kraftverk;YTRE MATRE ENERGI AS;985594651;Vestland;46;Kvinnherad;17;2006-03-17;2006-03-17;3,3;11,5;270;1,5;0,611;2;042.7A;
1274;Ytteråa;Kraftverk;YTTERÅA KRAFTVERK AS;980340775;Trøndelag;50;Høylandet;46;2003-01-01;2003-01-01;0,3;1,2;62;0,75;0,111;4;142.31Z;
510;Øgreyfoss;Kraftverk;DALANE KRAFT AS;982388406;Rogaland;11;Eigersund;01;1969-01-01;1969-01-01;15,2;72,3008;65,69;20,93;0,145;2;027.3A;
511;Øksenelvane;Kraftverk;SFE PRODUKSJON AS;984882106;Vestland;46;Bremanger;48;1953-12-01;1955-08-02;28;162,01;375;8,39;0,926;3;086.7Z;
946;Økslandselv;Kraftverk;ØKSLANDSELV KRAFTVERK AS;980027295;Vestland;46;Sunnfjord;47;1999-01-01;1999-01-01;0,691;2,3;;;;3;080.21B;
1536;Økstra;Kraftverk;ØKSTRA KRAFT AS;991692495;Rogaland;11;Suldal;34;2009-09-19;2009-09-19;0,58;2,4;160;0,43;;2;035.8;
512;Øljusjøen;Pumpekraftverk;ØSTFOLD ENERGI AS;879904412;Vestland;46;Lærdal;42;1975-01-17;1975-01-17;50;44,7426;211,8;24;0,462;5;073.CB0;
1599;Ølmedal;Kraftverk;ØLMEDAL KRAFT AS;988779121;Rogaland;11;Vindafjord;60;2010-02-10;2010-02-10;4,3;14,3;158;3,3;0,374;2;038.2Z;
